"행정구역(시도)별(1)","특성별(1)",특성별(2),2020,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,전혀 불안하지 않음,별로 불안하지 않음,보통,약간 불안함,매우 불안함
"전국","전체",계,100.0,4.1,18.4,32.0,38.0,7.4
"전국","동·읍면부",동부,100.0,4.0,17.8,32.1,38.5,7.6
"전국","동·읍면부",읍면부,100.0,4.9,21.2,31.5,35.8,6.6
"전국","성별",남자,100.0,5.1,19.8,34.1,35.0,6.2
"전국","성별",여자,100.0,3.3,17.0,30.1,41.0,8.7
"전국","주택유형",단독주택,100.0,5.2,20.9,32.6,34.9,6.4
"전국","주택유형",아파트,100.0,3.7,17.5,31.4,39.5,7.9
"전국","주택유형",기 타1,100.0,3.8,17.1,33.3,38.2,7.6
"전국","연령",15∼19세,-,-,-,-,-,-
"전국","연령",13∼19세,100.0,9.2,22.0,31.1,30.3,7.4
"전국","연령",20∼29세,100.0,5.8,20.2,33.9,32.9,7.3
"전국","연령",30∼39세,100.0,3.8,17.6,31.0,39.2,8.4
"전국","연령",40∼49세,100.0,2.7,15.4,29.3,43.2,9.4
"전국","연령",50∼59세,100.0,3.0,16.1,32.5,40.6,7.8
"전국","연령",60세이상,100.0,3.9,20.5,33.5,36.8,5.3
"전국","연령",65세이상,100.0,4.0,22.0,34.2,35.3,4.5
"전국","교육정도",초졸이하,100.0,5.3,22.8,34.6,32.4,4.8
"전국","교육정도",중 졸,100.0,5.7,19.9,34.4,34.6,5.5
"전국","교육정도",고 졸,100.0,4.5,17.6,34.1,36.6,7.2
"전국","교육정도",대졸이상,100.0,2.9,17.2,28.5,42.2,9.1
"전국","혼인상태",미? 혼,100.0,6.0,20.2,32.8,33.5,7.5
"전국","혼인상태",배우자 있음,100.0,3.2,16.9,31.1,41.0,7.8
"전국","혼인상태",사? 별,100.0,4.6,22.0,34.2,34.3,4.9
"전국","혼인상태",이? 혼,100.0,3.1,18.8,34.4,36.8,6.9
"전국","경제활동",취? 업,100.0,3.6,18.0,31.5,39.3,7.6
"전국","경제활동",실업 및 비경제활동,100.0,4.8,18.9,32.7,36.4,7.2
"전국","산업",농림어업,100.0,6.5,21.7,27.8,38.5,5.5
"전국","산업",광공업,100.0,4.0,18.1,34.4,37.5,6.0
"전국","산업",사회간접자본?기타서비스업,100.0,3.3,17.7,31.1,39.7,8.1
"전국","직업",전문관리,100.0,3.1,17.2,26.8,42.9,10.0
"전국","직업",사? 무,100.0,2.8,16.8,29.5,42.3,8.6
"전국","직업",서비스판매,100.0,3.6,18.5,32.1,37.8,8.0
"전국","직업",농어업,100.0,6.6,21.6,27.3,38.9,5.6
"전국","직업",기능노무,100.0,4.0,18.3,36.3,36.0,5.4
"전국","종사상의 지위",임금근로자,100.0,3.6,17.5,31.5,39.6,7.9
"전국","종사상의 지위",고용주,100.0,3.5,19.2,33.1,37.6,6.7
"전국","종사상의 지위",자영자,100.0,3.5,19.3,31.2,38.6,7.4
"전국","주관적 만족감",만족,100.0,5.5,20.7,28.6,37.8,7.5
"전국","주관적 만족감",보통,100.0,3.1,17.0,35.7,37.4,6.8
"전국","주관적 만족감",불만족,100.0,3.3,15.6,30.7,40.9,9.5
"전국","가구소득",100만원 미만,100.0,4.5,21.7,35.2,33.7,4.9
"전국","가구소득",100∼200만원 미만,100.0,4.4,19.0,32.8,36.8,6.9
"전국","가구소득",200∼300만원 미만,100.0,4.1,18.9,34.1,35.7,7.2
"전국","가구소득",300∼400만원 미만,100.0,4.3,17.4,32.3,38.5,7.6
"전국","가구소득",400∼500만원 미만,100.0,3.7,16.6,31.1,40.7,7.9
"전국","가구소득",500∼600만원 미만,100.0,4.0,17.8,29.9,40.1,8.2
"전국","가구소득",600만원 이상,100.0,4.0,17.7,28.4,40.9,9.1
"전국","연령*성별",15~19세*남자,-,-,-,-,-,-
"전국","연령*성별",15~19세*여자,-,-,-,-,-,-
"전국","연령*성별",13∼19세*남자,100.0,13.1,23.0,32.9,26.0,4.9
"전국","연령*성별",13∼19세*여자,100.0,5.1,21.0,29.2,34.8,9.9
"전국","연령*성별",20∼29세*남자,100.0,7.5,22.2,36.6,27.9,5.8
"전국","연령*성별",20∼29세*여자,100.0,4.0,18.1,31.0,38.1,8.8
"전국","연령*성별",30∼39세*남자,100.0,5.1,19.6,33.6,35.6,6.1
"전국","연령*성별",30∼39세*여자,100.0,2.4,15.4,28.0,43.2,10.9
"전국","연령*성별",40∼49세*남자,100.0,3.1,18.0,32.9,38.1,7.9
"전국","연령*성별",40∼49세*여자,100.0,2.2,12.8,25.5,48.5,11.0
"전국","연령*성별",50∼59세*남자,100.0,3.3,16.9,33.2,39.9,6.7
"전국","연령*성별",50∼59세*여자,100.0,2.6,15.2,31.8,41.4,8.9
"전국","연령*성별",60세 이상*남자,100.0,3.9,21.0,34.7,35.5,5.0
"전국","연령*성별",60세 이상*여자,100.0,3.9,20.2,32.5,37.9,5.6
"전국","연령*성별",65세 이상*남자,100.0,4.2,22.1,35.0,34.7,4.1
