"행정구역(시도)별(1)","특성별(1)",특성별(2),2020,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,전혀 불안하지 않음,별로 불안하지 않음,보통,약간 불안함,매우 불안함
"전국","전체",계,100.0,3.5,16.0,34.5,36.7,9.4
"전국","동·읍면부",동부,100.0,3.1,15.0,34.2,37.7,10.0
"전국","동·읍면부",읍면부,100.0,5.3,20.8,35.6,31.9,6.4
"전국","성별",남자,100.0,4.2,17.2,36.5,34.6,7.5
"전국","성별",여자,100.0,2.8,14.8,32.5,38.7,11.2
"전국","주택유형",단독주택,100.0,4.5,19.9,37.3,31.4,6.9
"전국","주택유형",아파트,100.0,3.1,14.2,32.4,39.5,10.7
"전국","주택유형",기 타1,100.0,3.2,15.5,36.6,35.9,8.8
"전국","연령",13∼19세,100.0,8.5,21.0,35.9,27.9,6.7
"전국","연령",20∼29세,100.0,4.3,17.9,36.9,32.8,8.2
"전국","연령",30∼39세,100.0,2.2,11.9,31.4,40.8,13.6
"전국","연령",40∼49세,100.0,2.2,12.2,30.2,42.2,13.1
"전국","연령",50∼59세,100.0,2.6,14.6,34.9,38.9,9.0
"전국","연령",60세이상,100.0,4.0,19.6,37.1,33.4,5.9
"전국","연령",65세이상,100.0,4.3,21.2,38.5,31.0,5.1
"전국","교육정도",초졸이하,100.0,5.6,22.3,40.1,27.8,4.2
"전국","교육정도",중 졸,100.0,5.3,19.7,37.6,31.5,5.9
"전국","교육정도",고 졸,100.0,3.8,16.1,36.4,34.9,8.8
"전국","교육정도",대졸이상,100.0,2.0,12.7,29.8,42.8,12.6
"전국","혼인상태",미? 혼,100.0,4.9,18.0,36.3,32.6,8.1
"전국","혼인상태",배우자 있음,100.0,2.7,14.2,32.8,39.8,10.6
"전국","혼인상태",사? 별,100.0,4.5,22.1,39.7,29.0,4.7
"전국","혼인상태",이? 혼,100.0,3.2,16.4,35.4,35.8,9.3
"전국","경제활동",취? 업,100.0,3.0,15.3,33.7,38.5,9.5
"전국","경제활동",실업 및 비경제활동,100.0,4.2,16.9,35.4,34.4,9.1
"전국","산업",농림어업,100.0,7.5,24.9,35.3,28.3,4.0
"전국","산업",광공업,100.0,2.8,14.4,36.3,39.1,7.5
"전국","산업",사회간접자본?기타서비스업,100.0,2.7,14.8,33.0,39.1,10.4
"전국","직업",전문관리,100.0,2.2,12.4,27.4,44.6,13.4
"전국","직업",사? 무,100.0,2.0,13.1,31.6,42.9,10.5
"전국","직업",서비스판매,100.0,2.8,16.1,33.9,36.8,10.3
"전국","직업",농어업,100.0,7.5,24.8,35.7,28.3,3.8
"전국","직업",기능노무,100.0,3.4,16.5,39.2,34.4,6.6
"전국","종사상의 지위",임금근로자,100.0,2.8,14.6,33.3,39.5,9.9
"전국","종사상의 지위",고용주,100.0,2.3,15.2,35.8,36.9,9.7
"전국","종사상의 지위",자영자,100.0,3.6,17.6,34.3,35.9,8.7
"전국","주관적 만족감",만족,100.0,4.6,17.7,31.6,36.5,9.6
"전국","주관적 만족감",보통,100.0,2.6,14.8,37.8,36.4,8.4
"전국","주관적 만족감",불만족,100.0,2.9,14.6,32.3,38.2,12.0
"전국","가구소득",100만원 미만,100.0,4.5,20.2,39.1,30.6,5.7
"전국","가구소득",100∼200만원 미만,100.0,4.1,17.6,36.2,34.1,8.0
"전국","가구소득",200∼300만원 미만,100.0,3.5,16.4,36.2,35.3,8.6
"전국","가구소득",300∼400만원 미만,100.0,3.5,15.0,34.0,37.6,9.9
"전국","가구소득",400∼500만원 미만,100.0,3.0,14.1,33.8,38.4,10.8
"전국","가구소득",500∼600만원 미만,100.0,2.8,14.5,31.7,40.5,10.6
"전국","가구소득",600만원 이상,100.0,3.1,14.7,30.1,40.4,11.8
"전국","연령*성별",13∼19세*남자,100.0,12.8,21.4,37.6,22.7,5.4
"전국","연령*성별",13∼19세*여자,100.0,4.0,20.6,34.0,33.3,8.0
"전국","연령*성별",20∼29세*남자,100.0,5.6,20.3,40.4,27.7,5.9
"전국","연령*성별",20∼29세*여자,100.0,2.9,15.3,33.2,38.0,10.5
"전국","연령*성별",30∼39세*남자,100.0,2.8,14.8,35.0,38.1,9.2
"전국","연령*성별",30∼39세*여자,100.0,1.6,8.7,27.5,43.7,18.4
"전국","연령*성별",40∼49세*남자,100.0,2.5,14.3,32.7,40.1,10.4
"전국","연령*성별",40∼49세*여자,100.0,1.8,10.1,27.7,44.5,15.9
"전국","연령*성별",50∼59세*남자,100.0,3.0,15.1,37.2,37.4,7.3
"전국","연령*성별",50∼59세*여자,100.0,2.3,14.0,32.6,40.4,10.7
"전국","연령*성별",60세 이상*남자,100.0,3.8,19.4,37.1,33.9,5.7
"전국","연령*성별",60세 이상*여자,100.0,4.1,19.8,37.1,33.0,5.9
"전국","연령*성별",65세 이상*남자,100.0,4.3,20.9,37.7,31.7,5.4
"전국","연령*성별",65세 이상*여자,100.0,4.3,21.4,39.1,30.4,4.8
"전국","연령*교육정도",20∼29세*중졸이하,100.0,3.8,15.7,50.0,19.4,11.2
