"행정구역(시도)별(1)","특성별(1)",특성별(2),2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음
"전국","전체",계,100.0,29.1,50.7,17.4,2.7
"전국","동·읍면부",동부,100.0,28.6,50.9,17.7,2.8
"전국","동·읍면부",읍면부,100.0,31.6,50.1,16.1,2.3
"전국","성별",남자,100.0,24.0,51.5,21.1,3.4
"전국","성별",여자,100.0,34.2,49.9,13.9,2.0
"전국","주택유형",단독주택,100.0,32.5,48.8,16.3,2.4
"전국","주택유형",아파트,100.0,27.5,51.8,18.0,2.7
"전국","주택유형",기 타1,100.0,29.0,50.4,17.3,3.3
"전국","연령",13∼19세,100.0,22.1,45.9,27.1,5.0
"전국","연령",20∼29세,100.0,20.1,48.6,26.0,5.3
"전국","연령",30∼39세,100.0,20.8,53.8,21.4,3.9
"전국","연령",40∼49세,100.0,25.6,55.1,17.6,1.7
"전국","연령",50∼59세,100.0,30.4,53.8,14.4,1.5
"전국","연령",60∼69세,100.0,39.3,49.2,10.3,1.3
"전국","연령",70∼79세,100.0,48.7,41.7,8.4,1.1
"전국","연령",80세이상,100.0,42.8,45.1,9.6,2.4
"전국","연령",60세이상,100.0,42.8,46.2,9.6,1.4
"전국","연령",60∼64세,100.0,38.8,49.1,10.7,1.5
"전국","연령",65세이상,100.0,44.7,44.8,9.1,1.4
"전국","연령",65∼69세,100.0,40.0,49.3,9.8,0.9
"전국","연령",70세이상,100.0,46.9,42.8,8.8,1.5
"전국","교육정도",초졸이하,100.0,41.4,43.9,12.4,2.3
"전국","교육정도",중 졸,100.0,35.4,47.3,14.9,2.5
"전국","교육정도",고 졸,100.0,27.6,51.7,17.8,2.9
"전국","교육정도",대졸이상,100.0,24.7,53.0,19.5,2.7
"전국","혼인상태",미? 혼,100.0,20.8,48.6,25.8,4.7
"전국","혼인상태",배우자 있음,100.0,31.1,52.9,14.2,1.8
"전국","혼인상태",사? 별,100.0,45.6,43.1,9.5,1.7
"전국","혼인상태",이? 혼,100.0,33.8,49.2,15.1,1.9
"전국","경제활동",취? 업,100.0,25.9,52.4,19.0,2.7
"전국","경제활동",실업 및 비경제활동,100.0,33.2,48.6,15.5,2.7
"전국","산업",농림어업,100.0,36.7,48.5,12.9,1.9
"전국","산업",광공업,100.0,20.9,55.3,20.5,3.2
"전국","산업",사회간접자본·기타서비스업,100.0,26.3,52.1,19.1,2.6
"전국","직업",전문관리,100.0,24.8,52.4,20.4,2.4
"전국","직업",사? 무,100.0,21.7,54.7,20.5,3.0
"전국","직업",서비스판매,100.0,27.7,51.4,18.0,2.9
"전국","직업",농어업,100.0,36.7,48.8,12.8,1.8
"전국","직업",기능노무,100.0,26.0,52.5,18.8,2.7
"전국","종사상의 지위",임금근로자,100.0,25.6,52.3,19.4,2.7
"전국","종사상의 지위",고용주,100.0,19.9,52.6,24.2,3.3
"전국","종사상의 지위",자영자,100.0,27.7,53.4,16.6,2.3
"전국","주관적 만족감",만족,100.0,30.5,49.1,17.6,2.7
"전국","주관적 만족감",보통,100.0,27.6,52.9,16.9,2.5
"전국","주관적 만족감",불만족,100.0,30.0,48.2,18.5,3.4
"전국","가구소득",100만원 미만,100.0,41.2,44.5,12.6,1.8
"전국","가구소득",100∼200만원 미만,100.0,35.2,47.4,14.8,2.6
"전국","가구소득",200∼300만원 미만,100.0,29.1,51.4,17.2,2.3
"전국","가구소득",300∼400만원 미만,100.0,26.0,54.4,16.9,2.7
"전국","가구소득",400∼500만원 미만,100.0,24.3,53.8,18.7,3.2
"전국","가구소득",500∼600만원 미만,100.0,25.3,52.5,19.6,2.6
"전국","가구소득",600만원 이상,100.0,24.5,50.0,21.9,3.6
"전국","연령*성별",13∼19세*남자,100.0,21.1,43.2,29.3,6.4
"전국","연령*성별",13∼19세*여자,100.0,23.1,48.7,24.8,3.4
"전국","연령*성별",20∼29세*남자,100.0,18.0,48.1,28.0,5.9
"전국","연령*성별",20∼29세*여자,100.0,22.3,49.0,23.9,4.8
"전국","연령*성별",30∼39세*남자,100.0,17.1,52.5,25.6,4.8
"전국","연령*성별",30∼39세*여자,100.0,24.9,55.2,16.9,3.0
"전국","연령*성별",40∼49세*남자,100.0,20.5,54.7,22.2,2.6
"전국","연령*성별",40∼49세*여자,100.0,30.9,55.5,12.8,0.8
"전국","연령*성별",50∼59세*남자,100.0,23.1,56.4,18.4,2.0
"전국","연령*성별",50∼59세*여자,100.0,37.6,51.2,10.3,0.9
"전국","연령*성별",60세 이상*남자,100.0,37.1,49.3,12.0,1.5
"전국","연령*성별",60세 이상*여자,100.0,47.5,43.6,7.6,1.3
"전국","연령*성별",65세 이상*남자,100.0,40.1,48.1,10.6,1.2
"전국","연령*성별",65세 이상*여자,100.0,48.3,42.3,8.0,1.5
"전국","연령*교육정도",20∼29세*중졸이하,100.0,10.1,43.5,37.6,8.7
