"행정구역(시도)별(1)","특성별(1)",특성별(2),2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음
"전국","전체",계,100.0,32.9,36.2,22.6,8.2
"전국","동·읍면부",동부,100.0,35.1,37.0,20.9,7.0
"전국","동·읍면부",읍면부,100.0,22.5,32.6,30.7,14.2
"전국","성별",남자,100.0,26.2,35.7,27.4,10.7
"전국","성별",여자,100.0,39.5,36.8,17.9,5.8
"전국","주택유형",단독주택,100.0,33.2,34.5,23.1,9.3
"전국","주택유형",아파트,100.0,30.4,36.9,24.1,8.6
"전국","주택유형",기 타1,100.0,40.7,37.0,16.9,5.4
"전국","연령",15∼19세,-,-,-,-,-
"전국","연령",13∼19세,100.0,51.0,38.0,9.1,1.9
"전국","연령",20∼29세,100.0,46.9,34.9,14.1,4.1
"전국","연령",30∼39세,100.0,24.5,33.8,28.8,13.0
"전국","연령",40∼49세,100.0,21.4,35.3,31.4,12.0
"전국","연령",50∼59세,100.0,25.2,38.5,27.3,9.0
"전국","연령",60세이상,100.0,38.6,37.0,18.0,6.4
"전국","연령",65세이상,100.0,41.6,36.1,16.0,6.2
"전국","교육정도",초졸이하,100.0,41.5,37.9,14.7,6.0
"전국","교육정도",중 졸,100.0,40.6,37.0,17.1,5.3
"전국","교육정도",고 졸,100.0,32.7,37.1,21.9,8.3
"전국","교육정도",대졸이상,100.0,28.0,34.6,27.5,9.8
"전국","혼인상태",미? 혼,100.0,43.5,35.8,15.6,5.1
"전국","혼인상태",배우자 있음,100.0,25.9,36.5,27.5,10.1
"전국","혼인상태",사? 별,100.0,43.9,36.7,13.4,6.0
"전국","혼인상태",이? 혼,100.0,33.4,35.3,22.5,8.7
"전국","경제활동",취? 업,100.0,26.8,33.5,28.4,11.2
"전국","경제활동",실업 및 비경제활동,100.0,40.5,39.6,15.3,4.5
"전국","산업",농림어업,100.0,21.4,29.0,32.4,17.2
"전국","산업",광공업,100.0,20.5,33.6,32.7,13.2
"전국","산업",사회간접자본?기타서비스업,100.0,28.7,33.9,27.2,10.3
"전국","직업",전문관리,100.0,26.6,33.2,29.4,10.7
"전국","직업",사? 무,100.0,26.5,32.3,28.8,12.4
"전국","직업",서비스판매,100.0,30.9,34.7,24.7,9.7
"전국","직업",농어업,100.0,21.1,28.8,32.7,17.3
"전국","직업",기능노무,100.0,25.4,34.6,29.2,10.8
"전국","종사상의 지위",임금근로자,100.0,29.8,33.8,26.5,9.8
"전국","종사상의 지위",고용주,100.0,13.4,29.2,39.1,18.4
"전국","종사상의 지위",자영자,100.0,19.6,33.0,32.6,14.9
"전국","주관적 만족감",만족,100.0,34.0,35.2,22.5,8.4
"전국","주관적 만족감",보통,100.0,31.2,38.0,23.0,7.8
"전국","주관적 만족감",불만족,100.0,35.3,33.7,21.6,9.4
"전국","가구소득",100만원 미만,100.0,44.5,36.6,14.0,4.9
"전국","가구소득",100∼200만원 미만,100.0,38.9,36.5,18.3,6.3
"전국","가구소득",200∼300만원 미만,100.0,31.6,37.2,22.5,8.6
"전국","가구소득",300∼400만원 미만,100.0,29.7,37.3,24.7,8.4
"전국","가구소득",400∼500만원 미만,100.0,29.7,36.7,24.2,9.5
"전국","가구소득",500∼600만원 미만,100.0,30.1,35.0,25.7,9.2
"전국","가구소득",600만원 이상,100.0,28.1,33.8,27.7,10.3
"전국","연령*성별",15~19세*남자,-,-,-,-,-
"전국","연령*성별",15~19세*여자,-,-,-,-,-
"전국","연령*성별",13∼19세*남자,100.0,49.0,38.2,10.3,2.5
"전국","연령*성별",13∼19세*여자,100.0,53.2,37.8,7.7,1.2
"전국","연령*성별",20∼29세*남자,100.0,40.1,38.2,16.7,5.0
"전국","연령*성별",20∼29세*여자,100.0,54.0,31.6,11.4,3.1
"전국","연령*성별",30∼39세*남자,100.0,19.1,31.3,32.7,16.8
"전국","연령*성별",30∼39세*여자,100.0,30.4,36.4,24.5,8.7
"전국","연령*성별",40∼49세*남자,100.0,16.3,32.4,36.8,14.5
"전국","연령*성별",40∼49세*여자,100.0,26.6,38.3,25.8,9.3
"전국","연령*성별",50∼59세*남자,100.0,16.6,37.3,34.0,12.1
"전국","연령*성별",50∼59세*여자,100.0,33.8,39.7,20.7,5.8
"전국","연령*성별",60세 이상*남자,100.0,30.4,37.6,23.3,8.7
"전국","연령*성별",60세 이상*여자,100.0,45.3,36.5,13.7,4.6
"전국","연령*성별",65세 이상*남자,100.0,34.8,36.9,20.3,8.1
"전국","연령*성별",65세 이상*여자,100.0,46.8,35.5,12.8,4.8
"전국","연령*교육정도",20∼29세*중졸이하,100.0,36.3,31.1,20.7,11.9
"전국","연령*교육정도",20∼29세*고졸,100.0,48.1,36.4,12.0,3.5
"전국","연령*교육정도",20∼29세*대졸이상,100.0,45.8,33.5,16.2,4.5
"전국","연령*교육정도",30∼39세*중졸이하,100.0,24.6,45.1,26.7,3.6
