"행정구역(시도)별(1)","특성별(1)",특성별(2),2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음
"전국","전체",계,100.0,22.8,50.3,23.6,3.3,100.0,21.5,50.1,25.0,3.5,100.0,23.3,51.1,22.2,3.3
"전국","동·읍면부",동부,100.0,22.4,50.2,24.1,3.3,100.0,21.0,49.8,25.6,3.6,100.0,22.6,51.1,22.8,3.5
"전국","동·읍면부",읍면부,100.0,24.9,50.6,21.6,2.9,100.0,23.6,51.6,22.0,2.9,100.0,26.7,51.4,19.5,2.4
"전국","성별",남자,100.0,17.8,51.1,27.1,4.0,100.0,17.8,49.5,28.3,4.3,100.0,18.9,50.9,26.3,3.8
"전국","성별",여자,100.0,27.8,49.5,20.2,2.5,100.0,25.1,50.6,21.7,2.6,100.0,27.6,51.3,18.2,2.9
"전국","주택유형",단독주택,100.0,26.3,49.7,21.0,2.9,100.0,25.4,49.0,22.1,3.6,100.0,28.2,49.7,19.2,2.9
"전국","주택유형",아파트,100.0,20.6,51.2,24.9,3.4,100.0,19.5,51.4,25.7,3.4,100.0,20.4,52.2,23.9,3.4
"전국","주택유형",기 타1,100.0,23.9,48.0,24.6,3.5,100.0,21.2,47.9,27.4,3.5,100.0,25.0,49.7,21.7,3.6
"전국","연령",13∼19세,100.0,16.0,49.7,30.4,3.9,100.0,15.1,45.9,33.6,5.4,100.0,18.7,45.1,30.7,5.4
"전국","연령",20∼29세,100.0,12.7,45.5,34.3,7.4,100.0,11.5,45.3,35.9,7.4,100.0,13.1,46.2,34.0,6.8
"전국","연령",30∼39세,100.0,14.4,49.7,31.3,4.5,100.0,12.4,49.0,34.2,4.5,100.0,13.8,50.2,30.3,5.7
"전국","연령",40∼49세,100.0,17.4,55.8,24.5,2.3,100.0,16.2,55.6,25.8,2.4,100.0,16.9,56.9,23.9,2.3
"전국","연령",50∼59세,100.0,26.3,53.2,18.7,1.8,100.0,24.9,53.4,19.7,2.0,100.0,24.7,56.2,17.4,1.6
"전국","연령",60∼69세,100.0,36.5,49.6,12.5,1.4,100.0,34.5,50.6,13.4,1.6,100.0,35.6,50.7,12.4,1.3
"전국","연령",70∼79세,100.0,46.2,44.2,8.8,0.8,100.0,41.6,45.9,10.9,1.5,100.0,44.9,45.4,8.5,1.1
"전국","연령",80세이상,100.0,44.9,42.7,11.0,1.4,100.0,40.3,44.7,12.7,2.4,100.0,41.8,46.5,9.5,2.2
"전국","연령",60세이상,100.0,40.8,46.9,11.1,1.2,100.0,37.6,48.3,12.5,1.7,100.0,39.5,48.4,10.7,1.4
"전국","연령",60∼64세,100.0,32.6,52.6,13.1,1.7,100.0,32.1,52.3,13.8,1.8,100.0,34.4,51.0,13.1,1.5
"전국","연령",65세이상,100.0,44.3,44.5,10.2,1.0,100.0,40.1,46.4,11.9,1.6,100.0,41.9,47.2,9.6,1.3
"전국","연령",65∼69세,100.0,41.3,45.9,11.8,1.0,100.0,37.8,48.2,12.8,1.3,100.0,37.4,50.3,11.3,1.0
"전국","연령",70세이상,100.0,45.8,43.8,9.4,1.0,100.0,41.2,45.6,11.4,1.8,100.0,44.0,45.7,8.8,1.5
"전국","교육정도",초졸이하,100.0,39.7,45.6,13.3,1.5,100.0,35.4,47.1,15.1,2.5,100.0,39.5,44.7,13.9,2.0
"전국","교육정도",중 졸,100.0,27.3,50.5,19.9,2.4,100.0,28.4,46.7,22.2,2.7,100.0,31.4,49.1,16.6,2.9
"전국","교육정도",고 졸,100.0,20.7,50.9,24.5,3.8,100.0,20.5,51.8,23.9,3.8,100.0,21.8,52.4,22.1,3.7
"전국","교육정도",대졸이상,100.0,16.7,51.3,28.3,3.7,100.0,15.2,50.6,30.5,3.7,100.0,17.0,52.6,26.8,3.6
"전국","혼인상태",미? 혼,100.0,14.3,47.8,32.2,5.7,100.0,13.1,46.0,34.8,6.1,100.0,15.2,46.8,32.2,5.9
"전국","혼인상태",배우자 있음,100.0,24.4,52.1,21.1,2.4,100.0,23.1,52.6,21.9,2.5,100.0,24.9,53.8,19.1,2.3
"전국","혼인상태",사? 별,100.0,45.2,43.8,9.9,1.0,100.0,40.2,46.6,11.5,1.7,100.0,43.2,45.9,9.1,1.7
"전국","혼인상태",이? 혼,100.0,25.6,52.6,19.8,2.0,100.0,26.2,50.3,21.5,2.0,100.0,27.3,53.4,17.2,2.2
"전국","경제활동",취? 업,100.0,19.7,51.2,25.5,3.7,100.0,18.8,50.7,26.9,3.6,100.0,19.7,52.5,24.3,3.5
"전국","경제활동",실업 및 비경제활동,100.0,27.0,49.1,21.2,2.7,100.0,25.1,49.2,22.4,3.2,100.0,27.9,49.3,19.7,3.1
"전국","산업",농림어업,100.0,30.3,51.5,16.9,1.3,100.0,30.3,52.6,15.3,1.8,100.0,32.9,50.7,14.9,1.6
"전국","산업",광공업,100.0,17.8,51.1,27.0,4.0,100.0,15.9,50.0,30.2,3.8,100.0,16.1,53.5,26.5,3.8
"전국","산업",사회간접자본·기타서비스업,100.0,19.2,51.1,25.9,3.8,100.0,18.5,50.7,27.0,3.7,100.0,19.5,52.4,24.5,3.6
"전국","직업",전문관리,100.0,16.1,51.4,28.0,4.4,100.0,13.4,49.9,32.6,4.1,100.0,16.8,52.7,27.5,3.1
"전국","직업",사? 무,100.0,15.0,50.1,30.6,4.3,100.0,14.4,49.9,31.1,4.7,100.0,15.1,52.3,27.5,5.1
"전국","직업",서비스판매,100.0,20.5,51.3,24.3,4.0,100.0,20.8,51.2,24.4,3.5,100.0,22.3,51.2,23.2,3.3
"전국","직업",농어업,100.0,29.6,52.4,16.6,1.3,100.0,30.2,52.9,15.2,1.7,100.0,32.4,51.2,14.8,1.6
"전국","직업",기능노무,100.0,22.2,51.2,23.6,3.0,100.0,21.8,51.1,24.0,3.1,100.0,20.6,53.7,22.4,3.3
"전국","종사상의 지위",임금근로자,100.0,18.2,50.9,26.8,4.2,100.0,17.4,50.3,28.5,3.9,100.0,18.7,52.5,25.0,3.7
"전국","종사상의 지위",고용주,100.0,18.8,52.0,26.0,3.2,100.0,17.9,51.5,26.9,3.7,100.0,18.0,52.2,26.3,3.5
"전국","종사상의 지위",자영자,100.0,24.3,51.8,21.6,2.2,100.0,23.5,51.7,21.9,2.8,100.0,22.3,53.4,21.6,2.7
"전국","주관적 만족감",만족,100.0,23.5,49.4,23.7,3.3,100.0,22.0,48.7,25.5,3.8,100.0,24.3,50.0,22.4,3.3
"전국","주관적 만족감",보통,100.0,21.8,52.2,23.3,2.7,100.0,20.5,52.8,23.8,2.9,100.0,22.0,53.4,21.6,3.1
"전국","주관적 만족감",불만족,100.0,24.1,46.8,24.3,4.8,100.0,23.0,46.1,26.9,4.1,100.0,24.7,46.9,24.2,4.3
"전국","가구소득",100만원 미만,100.0,38.4,44.5,15.2,1.8,100.0,36.5,44.7,15.9,2.8,100.0,38.1,45.9,13.8,2.2
"전국","가구소득",100∼200만원 미만,100.0,26.7,50.5,20.0,2.9,100.0,26.5,49.5,20.6,3.3,100.0,31.0,48.4,18.1,2.5
"전국","가구소득",200∼300만원 미만,100.0,21.0,50.7,24.2,4.0,100.0,21.2,52.1,23.2,3.5,100.0,22.4,52.6,21.9,3.1
"전국","가구소득",300∼400만원 미만,100.0,19.2,52.2,25.2,3.4,100.0,18.9,50.5,27.1,3.5,100.0,19.8,55.0,21.9,3.2
"전국","가구소득",400∼500만원 미만,100.0,17.6,52.5,26.6,3.3,100.0,17.6,52.4,26.6,3.4,100.0,18.1,53.3,24.4,4.1
"전국","가구소득",500∼600만원 미만,100.0,19.0,49.7,27.8,3.6,100.0,15.1,50.4,30.4,4.1,100.0,17.8,52.6,26.4,3.2
"전국","가구소득",600만원 이상,100.0,16.8,50.3,29.4,3.5,100.0,15.7,49.2,31.4,3.7,100.0,17.8,48.9,28.7,4.7
"전국","연령*성별",13∼19세*남자,100.0,16.8,48.9,30.0,4.4,100.0,14.7,45.0,35.0,5.2,100.0,19.6,41.4,33.1,5.9
"전국","연령*성별",13∼19세*여자,100.0,15.2,50.6,30.8,3.4,100.0,15.4,46.9,32.1,5.6,100.0,17.8,49.1,28.2,4.9
"전국","연령*성별",20∼29세*남자,100.0,10.6,47.1,34.6,7.7,100.0,11.8,43.7,36.6,7.9,100.0,11.9,44.4,36.5,7.1
"전국","연령*성별",20∼29세*여자,100.0,14.9,44.0,34.0,7.1,100.0,11.1,46.9,35.1,6.9,100.0,14.2,48.0,31.4,6.4
"전국","연령*성별",30∼39세*남자,100.0,10.8,47.7,35.4,6.1,100.0,10.6,46.0,36.8,6.7,100.0,11.8,47.7,34.4,6.1
"전국","연령*성별",30∼39세*여자,100.0,18.3,51.8,27.1,2.9,100.0,14.3,52.3,31.4,2.1,100.0,16.1,52.9,25.8,5.3
"전국","연령*성별",40∼49세*남자,100.0,13.6,53.7,29.5,3.1,100.0,13.4,53.6,29.8,3.2,100.0,14.1,54.2,28.5,3.2
"전국","연령*성별",40∼49세*여자,100.0,21.2,57.8,19.4,1.5,100.0,19.1,57.7,21.7,1.5,100.0,19.8,59.8,19.1,1.3
"전국","연령*성별",50∼59세*남자,100.0,19.1,55.8,22.7,2.4,100.0,18.7,53.6,24.9,2.8,100.0,18.8,57.1,22.2,1.9
"전국","연령*성별",50∼59세*여자,100.0,33.5,50.5,14.8,1.1,100.0,31.1,53.3,14.4,1.2,100.0,30.7,55.4,12.6,1.3
"전국","연령*성별",60세 이상*남자,100.0,32.9,51.1,14.5,1.4,100.0,32.0,51.1,14.9,2.0,100.0,31.9,52.9,13.7,1.5
"전국","연령*성별",60세 이상*여자,100.0,47.0,43.6,8.4,1.0,100.0,42.1,46.0,10.6,1.4,100.0,45.8,44.7,8.3,1.3
"전국","연령*성별",65세 이상*남자,100.0,37.1,48.4,13.4,1.1,100.0,34.8,49.4,13.7,2.1,100.0,34.7,52.4,11.7,1.2
"전국","연령*성별",65세 이상*여자,100.0,49.5,41.7,7.9,0.9,100.0,44.1,44.2,10.6,1.2,100.0,47.4,43.2,8.0,1.4
"전국","연령*교육정도",20∼29세*중졸이하,100.0,11.5,58.5,27.2,2.9,100.0,10.3,47.6,34.4,7.7,100.0,11.5,32.7,42.2,13.6
"전국","연령*교육정도",20∼29세*고졸,100.0,12.7,43.4,35.6,8.3,100.0,12.3,44.8,35.0,7.9,100.0,13.4,46.3,33.4,6.9
"전국","연령*교육정도",20∼29세*대졸이상,100.0,12.7,47.2,33.3,6.8,100.0,10.6,45.7,36.8,6.9,100.0,12.7,46.4,34.4,6.5
"전국","연령*교육정도",30∼39세*중졸이하,100.0,11.8,53.9,25.2,9.1,100.0,12.4,47.5,36.1,4.1,100.0,18.1,57.1,21.4,3.4
"전국","연령*교육정도",30∼39세*고졸,100.0,14.9,49.8,30.6,4.7,100.0,14.0,51.3,30.1,4.6,100.0,14.4,49.6,28.3,7.6
"전국","연령*교육정도",30∼39세*대졸이상,100.0,14.3,49.6,31.9,4.3,100.0,11.7,48.1,35.8,4.4,100.0,13.5,50.2,31.3,5.0
"전국","연령*교육정도",40∼49세*중졸이하,100.0,27.9,49.4,20.7,2.0,100.0,25.6,48.3,22.5,3.6,100.0,19.1,50.4,26.9,3.7
"전국","연령*교육정도",40∼49세*고졸,100.0,18.6,56.4,22.9,2.1,100.0,17.3,57.0,23.8,2.0,100.0,18.4,58.3,20.9,2.3
"전국","연령*교육정도",40∼49세*대졸이상,100.0,15.3,55.7,26.4,2.5,100.0,14.8,55.1,27.5,2.6,100.0,15.8,56.3,25.8,2.2
"전국","연령*교육정도",50∼59세*중졸이하,100.0,34.1,50.7,13.6,1.6,100.0,31.5,49.5,16.9,2.1,100.0,31.5,53.1,14.2,1.1
"전국","연령*교육정도",50∼59세*고졸,100.0,25.6,53.9,18.4,2.0,100.0,25.6,55.8,16.6,2.1,100.0,24.9,56.6,16.7,1.8
