"행정구역(시도)별(1)","특성별(1)",특성별(2),2010,2010,2010,2010,2010,2012,2012,2012,2012,2012,2014,2014,2014,2014,2014,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음
"전국","전체",계,100.0,22.6,47.5,27.6,2.4,100.0,20.9,49.3,27.1,2.8,100.0,20.3,49.5,27.5,2.7,100.0,22.8,48.7,25.7,2.9,100.0,18.8,46.9,30.6,3.7,100.0,25.4,50.9,21.4,2.4
"전국","동·읍면부",동부,100.0,22.4,47.6,27.6,2.4,100.0,20.3,49.7,27.3,2.7,100.0,20.3,49.6,27.4,2.8,100.0,23.0,49.0,25.2,2.8,100.0,18.7,47.3,30.4,3.6,100.0,25.6,51.1,20.9,2.4
"전국","동·읍면부",읍면부,100.0,23.3,47.0,27.2,2.5,100.0,23.7,47.3,25.9,3.1,100.0,20.1,49.4,28.3,2.2,100.0,21.5,46.9,28.3,3.3,100.0,19.2,44.8,31.6,4.4,100.0,24.0,49.9,23.7,2.4
"전국","성별",남자,100.0,17.2,44.5,34.8,3.4,100.0,15.9,47.6,32.8,3.7,100.0,15.5,47.6,33.5,3.4,100.0,16.5,47.5,32.1,3.9,100.0,13.6,43.6,37.8,5.0,100.0,19.2,49.5,28.0,3.3
"전국","성별",여자,100.0,27.7,50.3,20.5,1.5,100.0,25.7,50.9,21.5,2.0,100.0,24.9,51.4,21.8,2.0,100.0,28.9,49.8,19.4,1.9,100.0,23.9,50.1,23.6,2.5,100.0,31.4,52.2,15.0,1.5
"전국","주택유형",단독주택,100.0,25.0,45.4,27.1,2.5,100.0,23.8,46.3,26.9,3.0,100.0,23.7,47.8,26.0,2.5,100.0,22.5,46.1,27.9,3.4,100.0,19.6,43.8,31.9,4.6,100.0,26.3,48.7,22.3,2.6
"전국","주택유형",아파트,100.0,20.5,48.8,28.2,2.4,100.0,19.0,51.3,27.1,2.6,100.0,18.2,51.0,28.1,2.7,100.0,22.5,50.8,24.4,2.3,100.0,18.4,49.2,29.1,3.4,100.0,24.5,52.7,20.7,2.1
"전국","주택유형",기 타1,100.0,23.8,47.6,26.5,2.1,100.0,20.9,48.6,27.3,3.2,100.0,20.5,48.3,28.2,2.9,100.0,24.4,46.3,25.6,3.7,100.0,18.6,44.6,33.3,3.5,100.0,26.8,48.3,22.2,2.8
"전국","연령",15∼19세,100.0,11.8,38.7,44.1,5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","연령",13∼19세,-,-,-,-,-,100.0,12.7,42.9,38.9,5.6,100.0,13.5,42.5,39.3,4.6,100.0,17.1,46.1,32.8,4.0,100.0,13.2,41.2,39.5,6.2,100.0,22.9,45.0,28.3,3.8
"전국","연령",20∼29세,100.0,12.7,43.4,39.8,4.1,100.0,10.8,42.8,41.1,5.3,100.0,11.0,42.4,41.2,5.4,100.0,14.3,44.5,35.9,5.2,100.0,10.8,39.9,42.9,6.4,100.0,18.3,47.0,30.5,4.1
