"행정구역(시도)별(1)","특성별(1)",특성별(2),2010,2010,2010,2010,2010,2012,2012,2012,2012,2012,2014,2014,2014,2014,2014,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음
"전국","전체",계,100.0,6.6,23.6,42.6,27.2,100.0,5.6,22.4,41.9,30.1,100.0,9.0,31.7,41.9,17.3,100.0,7.1,26.2,42.9,23.8,100.0,6.7,23.1,43.3,27.0,100.0,8.2,25.2,40.2,26.4
"전국","동·읍면부",동부,100.0,6.5,23.8,43.6,26.0,100.0,5.4,22.8,43.2,28.6,100.0,8.2,31.0,43.2,17.6,100.0,7.0,26.7,43.3,22.9,100.0,6.5,23.1,44.3,26.2,100.0,7.9,25.5,41.0,25.6
"전국","동·읍면부",읍면부,100.0,7.0,22.8,38.0,32.3,100.0,6.5,20.6,35.8,37.1,100.0,13.0,35.4,35.8,15.9,100.0,7.7,23.7,40.6,28.0,100.0,7.6,23.3,38.6,30.5,100.0,9.5,23.6,36.9,29.9
"전국","성별",남자,100.0,6.4,24.0,42.5,27.1,100.0,5.6,22.9,41.7,29.8,100.0,8.3,30.9,43.2,17.5,100.0,6.6,26.7,42.9,23.8,100.0,6.4,23.7,43.2,26.7,100.0,7.5,26.0,40.9,25.6
"전국","성별",여자,100.0,6.8,23.2,42.7,27.3,100.0,5.6,21.9,42.1,30.3,100.0,9.7,32.5,40.6,17.1,100.0,7.6,25.7,42.9,23.8,100.0,6.9,22.5,43.4,27.2,100.0,8.9,24.4,39.6,27.2
"전국","주택유형",단독주택,100.0,6.6,21.0,40.8,31.6,100.0,5.6,19.4,37.1,37.9,100.0,12.6,33.1,36.5,17.9,100.0,7.1,23.4,40.3,29.3,100.0,7.4,21.4,40.3,31.0,100.0,9.3,23.8,36.1,30.8
"전국","주택유형",아파트,100.0,6.9,25.1,43.8,24.2,100.0,5.5,23.6,45.0,25.9,100.0,7.0,31.4,44.8,16.8,100.0,7.3,28.3,44.8,19.5,100.0,6.4,24.5,45.1,24.0,100.0,7.6,26.6,42.2,23.6
"전국","주택유형",기 타1,100.0,5.8,24.4,42.3,27.5,100.0,5.8,24.1,41.6,28.4,100.0,9.2,30.7,42.3,17.8,100.0,6.3,24.5,41.4,27.8,100.0,6.1,21.8,42.6,29.4,100.0,8.3,22.7,40.4,28.6
"전국","연령",15∼19세,100.0,5.8,23.4,43.0,27.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","연령",13∼19세,-,-,-,-,-,100.0,5.8,21.5,44.0,28.7,100.0,11.5,39.3,37.0,12.1,100.0,10.0,32.2,41.3,16.5,100.0,8.1,28.0,41.9,22.0,100.0,10.4,26.6,40.9,22.1
"전국","연령",20∼29세,100.0,4.1,19.5,45.1,31.2,100.0,3.5,17.9,44.3,34.2,100.0,5.9,25.0,47.5,21.6,100.0,5.5,22.5,45.2,26.8,100.0,4.8,18.8,44.2,32.2,100.0,5.5,20.0,43.6,30.8
