"행정구역(시도)별(1)","특성별(1)",특성별(2),2010,2010,2010,2010,2010,2012,2012,2012,2012,2012,2014,2014,2014,2014,2014,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음,계,매우 노력함,약간 노력함,별로 노력하지 않음,전혀 노력하지 않음
"전국","전체",계,100.0,34.0,47.1,17.4,1.5,100.0,34.7,48.4,15.6,1.3,100.0,33.8,49.7,15.6,1.0,100.0,33.7,49.6,15.4,1.2,100.0,33.7,49.9,15.2,1.2,100.0,37.5,48.9,12.6,1.0
"전국","동·읍면부",동부,100.0,34.3,46.7,17.6,1.4,100.0,34.3,48.8,15.6,1.2,100.0,34.3,49.4,15.3,1.0,100.0,33.8,49.8,15.2,1.2,100.0,33.6,50.0,15.3,1.1,100.0,37.7,48.7,12.6,1.0
"전국","동·읍면부",읍면부,100.0,32.6,48.9,16.7,1.8,100.0,36.5,46.3,15.5,1.7,100.0,31.1,50.7,17.0,1.2,100.0,33.0,48.8,16.6,1.6,100.0,34.1,49.2,15.1,1.6,100.0,36.4,50.0,12.4,1.2
"전국","성별",남자,100.0,27.8,46.6,23.2,2.3,100.0,29.4,49.1,19.5,2.0,100.0,27.7,50.6,20.2,1.5,100.0,27.6,51.1,19.6,1.7,100.0,28.4,50.8,19.1,1.7,100.0,32.5,50.4,15.7,1.4
"전국","성별",여자,100.0,39.9,47.7,11.8,0.6,100.0,39.9,47.7,11.8,0.7,100.0,39.6,48.7,11.1,0.6,100.0,39.6,48.2,11.4,0.8,100.0,38.8,49.0,11.5,0.7,100.0,42.4,47.4,9.5,0.7
"전국","주택유형",단독주택,100.0,35.7,45.4,17.1,1.9,100.0,37.3,45.2,15.8,1.7,100.0,35.7,47.0,16.1,1.1,100.0,34.6,48.6,15.3,1.5,100.0,34.2,49.1,15.3,1.4,100.0,39.6,47.1,12.1,1.2
"전국","주택유형",아파트,100.0,32.7,48.0,18.0,1.3,100.0,33.4,50.1,15.6,1.0,100.0,32.3,51.5,15.3,0.9,100.0,32.7,50.8,15.5,1.1,100.0,32.9,50.8,15.2,1.1,100.0,35.5,50.6,12.9,0.9
"전국","주택유형",기 타1,100.0,34.5,47.9,16.4,1.2,100.0,34.0,49.1,15.4,1.5,100.0,34.7,48.7,15.4,1.2,100.0,35.3,47.6,15.7,1.4,100.0,35.1,48.3,15.4,1.1,100.0,40.6,46.1,12.3,1.0
"전국","연령",15∼19세,100.0,17.0,43.5,36.1,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","연령",13∼19세,-,-,-,-,-,100.0,19.8,45.5,31.6,3.0,100.0,21.3,49.3,27.8,1.7,100.0,20.6,49.0,28.3,2.1,100.0,22.1,45.8,29.2,2.9,100.0,29.1,46.7,21.9,2.3
"전국","연령",20∼29세,100.0,21.6,46.9,28.6,2.9,100.0,21.6,51.1,25.5,1.8,100.0,23.1,51.1,24.3,1.6,100.0,23.9,48.3,25.8,2.1,100.0,21.5,50.9,25.5,2.1,100.0,28.7,48.5,21.3,1.5
